archivo_pdf,empresa,nro_documento,total_a_pagar,id_cliente,fecha_emision,fecha_vencimiento,consumo_periodo,estado
ARGOMEDO_AGUAS_ANDINAS_SALA_202207.pdf,Aguas Andinas,,,2392232-0,04-JUL-2022,25-JUL-2022,11.065192 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202208.pdf,Aguas Andinas,,2,2392232-0,03-AGO-2022,25-AGO-2022,9.934837 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202209.pdf,Aguas Andinas,,14718,2392232-0,03-SEP-2022,26-SEP-2022,1248 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202210.pdf,Aguas Andinas,,13921,2392232-0,03-OCT-2022,24-OCT-2022,113 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202211.pdf,Aguas Andinas,,17738,2392232-0,03-NOV-2022,24-NOV-2022,1459 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202212.pdf,Aguas Andinas,,19804,2392232-0,02-DIC-2022,26-DIC-2022,1637 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202301.pdf,Aguas Andinas,,17934,2392232-0,02-ENE-2023,25-ENE-2023,1466 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202302.pdf,Aguas Andinas,,2,2392232-0,02-FEB-2023,22-FEB-2023,1839 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202303.pdf,Aguas Andinas,,20741,2392232-0,03-MAR-2023,27-MAR-2023,1677 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202304.pdf,Aguas Andinas,,20350,2392232-0,02-ABR-2023,24-ABR-2023,1644 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202305.pdf,Aguas Andinas,,25822,2392232-0,03-MAY-2023,25-MAY-2023,2105 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202306.pdf,Aguas Andinas,,47971,2392232-0,02-JUN-2023,23-JUN-2023,3971 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202307.pdf,Aguas Andinas,,42226,2392232-0,03-JUL-2023,25-JUL-2023,3487 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202308.pdf,Aguas Andinas,,33607,2392232-0,02-AGO-2023,24-AGO-2023,2761 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202309.pdf,Aguas Andinas,,28518,2392232-0,02-SEP-2023,25-SEP-2023,2815 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202310.pdf,Aguas Andinas,,38000,2392232-0,03-OCT-2023,24-OCT-2023,3131 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202311.pdf,Aguas Andinas,,32361,2392232-0,03-NOV-2023,24-NOV-2023,2656 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202312.pdf,Aguas Andinas,,33762,2392232-0,02-DIC-2023,22-DIC-2023,2774 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202401.pdf,Aguas Andinas,,31434,2392232-0,02-ENE-2024,23-ENE-2024,2578 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202402.pdf,Aguas Andinas,,38635,2392232-0,02-FEB-2024,22-FEB-2024,3131 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202403.pdf,Aguas Andinas,,17199,1896540-2,02-MAR-2024,21-MAR-2024,1354 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202404.pdf,Aguas Andinas,,39226,2392232-0,02-ABR-2024,20-ABR-2024,318 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202405.pdf,Aguas Andinas,,36571,2392232-0,02-MAY-2024,22-MAY-2024,296 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202406.pdf,Aguas Andinas,,27345,2392232-0,02-JUN-2024,21-JUN-2024,2195 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202407.pdf,Aguas Andinas,,34558,2392232-0,02-JUL-2024,22-JUL-2024,2793 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202408.pdf,Aguas Andinas,,33785,2392232-0,02-AGO-2024,21-AGO-2024,2729 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202409.pdf,Aguas Andinas,,32180,2392232-0,02-SEP-2024,21-SEP-2024,2596 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202410.pdf,Aguas Andinas,,36403,2392232-0,02-OCT-2024,22-OCT-2024,2853 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202411.pdf,Aguas Andinas,,36777,2392232-0,02-NOV-2024,21-NOV-2024,2883 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202412.pdf,Aguas Andinas,,34948,2392232-0,02-DIC-2024,21-DIC-2024,2736 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202501.pdf,Aguas Andinas,,28997,2392232-0,02-ENE-2025,22-ENE-2025,2258 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202502.pdf,Aguas Andinas,,36080,2392232-0,02-FEB-2025,20-FEB-2025,2827 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202503.pdf,Aguas Andinas,,30416,2392232-0,03-MAR-2025,21-MAR-2025,2372 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202504.pdf,Aguas Andinas,,36939,2392232-0,02-ABR-2025,22-ABR-2025,2896 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202505.pdf,Aguas Andinas,,23644,2392232-0,02-MAY-2025,22-MAY-2025,1828 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202506.pdf,Aguas Andinas,,36118,2392232-0,02-JUN-2025,21-JUN-2025,283 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202507.pdf,Aguas Andinas,,25816,2392232-0,02-JUL-2025,22-JUL-2025,19.5 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_SALA_202508.pdf,Aguas Andinas,,33042,2392232-0,02-AGO-2025,21-AGO-2025,25.16 m3,PARCIAL
ARGOMEDO_ENEL_202001.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202002.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202003.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202004.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202005.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202006.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202007.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202008.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202009.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202010.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202011.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202012.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202101.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202102.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202103.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202104.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202105.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202106.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202107.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202108.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202109.pdf,Enel,,14,2995940,02 Oct 2021,20 Oct 2021,12480 kWh,PARCIAL
ARGOMEDO_ENEL_202110.pdf,Enel,,14,2995940,31 Oct 2021,18 Nov 2021,12360 kWh,PARCIAL
ARGOMEDO_ENEL_202111.pdf,Enel,,14,2995940,25 Nov 2021,14 Dic 2021,12000 kWh,PARCIAL
ARGOMEDO_ENEL_202112.pdf,Enel,,13,2995940,21 Dic 2021,06 Ene 2022,11220 kWh,PARCIAL
ARGOMEDO_ENEL_202201.pdf,Enel,,14,2995940,19 Ene 2022,07 Feb 2022,11520 kWh,PARCIAL
ARGOMEDO_ENEL_202202.pdf,Enel,,14,2995940,17 Feb 2022,04 Mar 2022,11820 kWh,PARCIAL
ARGOMEDO_ENEL_202203.pdf,Enel,,13,2995940,17 Mar 2022,01 Abr 2022,10860 kWh,PARCIAL
ARGOMEDO_ENEL_202204.pdf,Enel,,13,2995940,20 Abr 2022,05 May 2022,11460 kWh,PARCIAL
ARGOMEDO_ENEL_202205.pdf,Enel,,14,2995940,18 May 2022,02 Jun 2022,11700 kWh,PARCIAL
ARGOMEDO_ENEL_202206.pdf,Enel,,15,2995940,17 Jun 2022,06 Jul 2022,13080 kWh,PARCIAL
ARGOMEDO_ENEL_202207.pdf,Enel,,16,2995940,19 Jul 2022,03 Ago 2022,12900 kWh,PARCIAL
ARGOMEDO_ENEL_202208.pdf,Enel,,15,2995940,18 Ago 2022,02 Sep 2022,12480 kWh,PARCIAL
ARGOMEDO_ENEL_202209.pdf,Enel,,16,2995940,20 Sep 2022,05 Oct 2022,13080 kWh,PARCIAL
ARGOMEDO_ENEL_202210.pdf,Enel,,15,2995940,19 Oct 2022,07 Nov 2022,12240 kWh,PARCIAL
ARGOMEDO_ENEL_202211.pdf,Enel,,15,2995940,18 Nov 2022,05 Dic 2022,12660 kWh,PARCIAL
ARGOMEDO_ENEL_202212.pdf,Enel,290984009,15,2995940,20 Dic 2022,05 Ene 2023,12120 kWh,OK
ARGOMEDO_ENEL_202301.pdf,Enel,292881113,15,2995940,19 Ene 2023,03 Feb 2023,12300 kWh,OK
ARGOMEDO_ENEL_202302.pdf,Enel,294822331,13,2995940,17 Feb 2023,06 Mar 2023,9480 kWh,OK
ARGOMEDO_ENEL_202303.pdf,Enel,296614206,12,2995940,17 Mar 2023,03 Abr 2023,8940 kWh,OK
ARGOMEDO_ENEL_202304.pdf,Enel,298474795,16,2995940,18 Abr 2023,04 May 2023,10440 kWh,OK
ARGOMEDO_ENEL_202305.pdf,Enel,300349818,17,2995940,18 May 2023,02 Jun 2023,11340 kWh,OK
ARGOMEDO_ENEL_202306.pdf,Enel,302191995,15,2995940,17 Jun 2023,05 Jul 2023,10260 kWh,OK
ARGOMEDO_ENEL_202307.pdf,Enel,304040772,16,2995940,19 Jul 2023,03 Ago 2023,10680 kWh,OK
ARGOMEDO_ENEL_202308.pdf,Enel,305860470,16,2995940,18 Ago 2023,04 Sep 2023,11220 kWh,OK
ARGOMEDO_ENEL_202309.pdf,Enel,307785688,16,,21 Sep 2023,06 Oct 2023,11340 kWh,PARCIAL
ARGOMEDO_ENEL_202310.pdf,Enel,309652175,16,,19 Oct 2023,07 Nov 2023,10980 kWh,PARCIAL
ARGOMEDO_ENEL_202311.pdf,Enel,311510606,15,,20 Nov 2023,05 Dic 2023,10020 kWh,PARCIAL
ARGOMEDO_ENEL_202312.pdf,Enel,313369583,15,,19 Dic 2023,05 Ene 2024,9840 kWh,PARCIAL
ARGOMEDO_ENEL_202401.pdf,Enel,315218862,15,,18 Ene 2024,02 Feb 2024,10020 kWh,PARCIAL
ARGOMEDO_ENEL_202402.pdf,Enel,317108607,14,,19 Feb 2024,05 Mar 2024,9360 kWh,PARCIAL
ARGOMEDO_ENEL_202403.pdf,Enel,318967273,14,,19 Mar 2024,04 Abr 2024,8880 kWh,PARCIAL
ARGOMEDO_ENEL_202404.pdf,Enel,320801927,14,,17 Abr 2024,03 May 2024,9120 kWh,PARCIAL
ARGOMEDO_ENEL_202405.pdf,Enel,322696920,16,,17 May 2024,05 Jun 2024,11220 kWh,PARCIAL
ARGOMEDO_ENEL_202406.pdf,Enel,324590570,16,,18 Jun 2024,05 Jul 2024,11100 kWh,PARCIAL
ARGOMEDO_ENEL_202407.pdf,Enel,326484281,22,,18 Jul 2024,02 Ago 2024,11400 kWh,PARCIAL
ARGOMEDO_ENEL_202408.pdf,Enel,328362033,20,,20 Ago 2024,04 Sep 2024,10440 kWh,PARCIAL
ARGOMEDO_ENEL_202409.pdf,Enel,330280744,20,,16 Sep 2024,04 Oct 2024,10140 kWh,PARCIAL
ARGOMEDO_ENEL_202410.pdf,Enel,,,,,,,PARCIAL
ARGOMEDO_ENEL_202411.pdf,Enel,334082413,21,,20 Nov 2024,05 Dic 2024,9840 kWh,PARCIAL
ARGOMEDO_ENEL_202412.pdf,Enel,336013140,19,,18 Dic 2024,06 Ene 2025,8880 kWh,PARCIAL
ARGOMEDO_ENEL_202501.pdf,Enel,337940054,22,,20 Ene 2025,04 Feb 2025,10740 kWh,PARCIAL
ARGOMEDO_ENEL_202502.pdf,Enel,339850574,20,,19 Feb 2025,06 Mar 2025,9780 kWh,PARCIAL
ARGOMEDO_ENEL_202503.pdf,Enel,341754024,16,,19 Mar 2025,03 Abr 2025,7260 kWh,PARCIAL
ARGOMEDO_ENEL_202504.pdf,Enel,343684167,20,,17 Abr 2025,06 May 2025,9780 kWh,PARCIAL
ARGOMEDO_ENEL_202505.pdf,Enel,345589484,20,,20 May 2025,05 Jun 2025,9960 kWh,PARCIAL
ARGOMEDO_ENEL_202506.pdf,Enel,347500644,21,,18 Jun 2025,04 Jul 2025,10140 kWh,PARCIAL
ARGOMEDO_ENEL_202507.pdf,Enel,349412638,19,,17 Jul 2025,01 Ago 2025,,PARCIAL
ARGOMEDO_METROGAS_202008.pdf,Metrogas,27034913,45,,,,,PARCIAL
ARGOMEDO_METROGAS_202009.pdf,Metrogas,27542608,49,,,,,PARCIAL
ARGOMEDO_METROGAS_202010.pdf,Metrogas,28035074,38,,,,,PARCIAL
ARGOMEDO_METROGAS_202011.pdf,Metrogas,28546450,31,,,,,PARCIAL
ARGOMEDO_METROGAS_202012.pdf,Metrogas,29035823,24,,,,,PARCIAL
ARGOMEDO_METROGAS_202101.pdf,Metrogas,29557761,19,,,,,PARCIAL
ARGOMEDO_METROGAS_202102.pdf,Metrogas,30081290,18,,,,,PARCIAL
ARGOMEDO_METROGAS_202103.pdf,Metrogas,30594538,17,,,,,PARCIAL
ARGOMEDO_METROGAS_202104.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202105.pdf,Metrogas,31604797,33,,,,,PARCIAL
ARGOMEDO_METROGAS_202106.pdf,Metrogas,32145197,46,,,,,PARCIAL
ARGOMEDO_METROGAS_202107.pdf,Metrogas,32659028,43,,,,,PARCIAL
ARGOMEDO_METROGAS_202108.pdf,Metrogas,33162584,51,,,,,PARCIAL
ARGOMEDO_METROGAS_202109.pdf,Metrogas,33680023,47,,,,,PARCIAL
ARGOMEDO_METROGAS_202110.pdf,Metrogas,34210859,49,,,,,PARCIAL
ARGOMEDO_METROGAS_202111.pdf,Metrogas,34703482,46,,,,,PARCIAL
ARGOMEDO_METROGAS_202112.pdf,Metrogas,35218639,35,,,,,PARCIAL
ARGOMEDO_METROGAS_202201.pdf,Metrogas,35718914,29,,,,,PARCIAL
ARGOMEDO_METROGAS_202202.pdf,Metrogas,36240199,21,,,,,PARCIAL
ARGOMEDO_METROGAS_202203.pdf,Metrogas,36738190,19,,,,,PARCIAL
ARGOMEDO_METROGAS_202204.pdf,Metrogas,37250563,20,,,,,PARCIAL
ARGOMEDO_METROGAS_202205.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202206.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202207.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202208.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202209.pdf,Metrogas,39874186,72,,,,,PARCIAL
ARGOMEDO_METROGAS_202210.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202211.pdf,Metrogas,40880954,59,,,,,PARCIAL
ARGOMEDO_METROGAS_202212.pdf,Metrogas,41423519,58,,,,,PARCIAL
ARGOMEDO_METROGAS_202301.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202302.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202303.pdf,Metrogas,42968522,17,,,,,PARCIAL
ARGOMEDO_METROGAS_202304.pdf,Metrogas,43495141,24,,,,,PARCIAL
ARGOMEDO_METROGAS_202305.pdf,Metrogas,43975382,37,,,,,PARCIAL
ARGOMEDO_METROGAS_202306.pdf,Metrogas,44575216,57,,,,,PARCIAL
ARGOMEDO_METROGAS_202307.pdf,Metrogas,45079448,65,,,,,PARCIAL
ARGOMEDO_METROGAS_202308.pdf,Metrogas,45630864,63,,,,,PARCIAL
ARGOMEDO_METROGAS_202309.pdf,Metrogas,46133532,59,,,,,PARCIAL
ARGOMEDO_METROGAS_202310.pdf,Metrogas,46669911,64,,,,,PARCIAL
ARGOMEDO_METROGAS_202311.pdf,Metrogas,47192612,53,,,,,PARCIAL
ARGOMEDO_METROGAS_202312.pdf,Metrogas,47685748,57,,,,,PARCIAL
ARGOMEDO_METROGAS_202401.pdf,Metrogas,48192740,52,,,,,PARCIAL
ARGOMEDO_METROGAS_202402.pdf,Metrogas,48727161,39,,,,,PARCIAL
ARGOMEDO_METROGAS_202403.pdf,Metrogas,49237362,38,,,,,PARCIAL
ARGOMEDO_METROGAS_202404.pdf,Metrogas,49756035,49,,,,,PARCIAL
ARGOMEDO_METROGAS_202405.pdf,Metrogas,50260113,50,,,,,PARCIAL
ARGOMEDO_METROGAS_202406.pdf,Metrogas,51804991,82,,,,,PARCIAL
ARGOMEDO_METROGAS_202407.pdf,Metrogas,52313095,83,,,,,PARCIAL
ARGOMEDO_METROGAS_202408.pdf,Metrogas,52793534,67,,,,,PARCIAL
ARGOMEDO_METROGAS_202409.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202410.pdf,Metrogas,,,,,,,PARCIAL
ARGOMEDO_METROGAS_202411.pdf,Metrogas,54274905,61,,,,,PARCIAL
ARGOMEDO_METROGAS_202412.pdf,Metrogas,54773413,55,,,,,PARCIAL
ARGOMEDO_METROGAS_202501.pdf,Metrogas,55274243,44,,,,,PARCIAL
ARGOMEDO_METROGAS_202502.pdf,Metrogas,55774955,38,,,,,PARCIAL
ARGOMEDO_METROGAS_202503.pdf,Metrogas,56267098,40,,,,,PARCIAL
ARGOMEDO_METROGAS_202504.pdf,Metrogas,56764550,40,,,,,PARCIAL
ARGOMEDO_METROGAS_202505.pdf,Metrogas,57272492,54,,,,,PARCIAL
ARGOMEDO_METROGAS_202506.pdf,Metrogas,57824116,69,,,,,PARCIAL
ARGOMEDO_METROGAS_202507.pdf,Metrogas,58308245,68,,,,,PARCIAL
